;Babiš;Zeman;Schillerová;Okamura;Hamáček;Havlíček;Salvini;Maláčová;Havel;Trump;Klaus;Le Pen;Merkelová;Orbán;Kalousek;Brabec;Vojtěch;Jourová;Gott;Putin;Masaryk;Johnson;Macron;Fiala;Hřib;Toman;Juncker;Kreml;Benešová;Dostálová;Petříček;Palach;von der Leyen;Kubera;Plaga;Čaputová;Soros;David;Ťok;Soukup;Moravec;Staněk;Nováková;Wilderse;Sobotka;Zahradil;Šmarda;Michálek;Koněv;Bartoš;Erdogan;Pellegrini;Hitler;Dvořák;Vondráček;Morawiecki;Staňka;Beneš;Novák;Filip;Horáková;Charanzová;Faltýnek;Feri;Šojdrová;Schwarzenberg;Dzurilla;Dlabajová;Scheinherr;Hrnčíř;Hlaváček;Makron;Vystrčil;Kellner;Zdechovský;Volný;Čunek;Blaško;Mynář;Kramář;Mayová;Zaorálek;Jaklo;Novotný;Skopeček;Duka;Komenský;Polčák;Svoboda;Ondráček;Válková;Pospíšil;Smoljak;Metnar;Klaus ml;Thunberg;Timmermans;Prouza;Hnilička;Němcová;Nacher;černý;Baťa;Rakušan;Niedermayer;Čižinský;Chramostová;Tusk;Gajdůšková;Dostál;Wilder;Czernin;Jágr;Foldyna;Opat;Bakala;Doležal;Horák;Němec;Stalin;Veselý;Juříček;Jerman;Peksa;Lasvignes;Cook;Hlubuček;Kovanda;Kobza;M;Heydrich;Koudelka;Středula;Morawieckiego;Kněžínek;Telička;Stanjura;Sehnalová;Schubert;Weber;Bárta;B;Bettel;Výborný;Mátl;Rozner;Farage;Baxa;Gottem;Benda;P;Pavel;š;Tošenovský;Pupavová;DICKFELD;Lukeš;Pošarová;Čermák;Zima;Jarolím;Valenta;Semín;král;Ježek;Rychetský;Kolaja;Adamowicz;Bělobrádek;Trestík;Jakl;Dopita;Běrsko;Hahnová;Henner;Paul;Vašíček;Vostenak;Mitterwald;NOS;Schmeidler;Poche;Ovčáček;Nečas;Bartha;Szijjártó;Gregorová;Opletal;Sáblíková;Hilšer;Jelínek;Zažímalová;Arajma;May;Rath;Janda;Konečná;Špidlík;Zelenský;Vondra;Plenković;Špidla;Kuciak;Albright;Schäuble;Brežněv;Navrátil;Balda;Šarocha;Gazdík;Zikmund;Farský;Lukl;Brada;Paroubek;Kovář;Stehlík;Šaroch;Jakeš;Závodský;Michel;Giuliani;Vorlíček;Jílková;Winton;Vestager;Guaidó;Adamová;Pekarová;Vildumetzová;Štětina;Kraus;Kundera;Poc;Čunka;Kroupa;Burešová;Kretschmer;Hus;Suchý;Topolánek;Šefčovič;Majerová;Palacký;H;Bartošek;Farewell;Tesař;kurz;Juchelka;Lhoťan;Václavec;Luzar;Macháčkem;Dlouhý;Reagan;Fico;Lux;Pithart;Erdoğan;Charanzov;Pokorný;Zaeva;Ćwioro;Krutílek;Míle;Onderka;Dobšík;Gross;Fajt;Horská;Pík;Diallo;Mrázek;Chauhan;Seluckou;Cimrman;Mitrofanova;Hanuš;Grospič;Charvát;Strache;Bradáčová;Verhofstadt;Benešův;Stránský;Fridrich;Švejk;Vrecion;Čapka;Zelenskym;Koněvovi;Gerlocha;Polák;Dancilaovou;Dienstbier;Růžička;Burlac;Adámek;Semína;Robinson;Janků;Bezděk;Fraňkovou;Kučera;Janeček;Halík;Danko;Fajta;Vácha;Rafaje;Bureš;Webera;Conte;Výbornému;Pavlem;Matýse;Rinnem;Klause ml;Dušek;Pavlík;Steinmeierem;Timmermansem;Boček;Hitlera;Lenina;Neumann;Valachové;Valachová;Barnierem;Schwarzenbergem;Petružálkovi;Valčík;Trachtové;Herrmannem;Smoljakovi;Sagana;Fischerová;Brnabić;Asad;Zajíček;Jermanové;Výborného;Jiránek;Jágra;Jágrovi;Procházka;Bašárem;F;Zaev;Kováčik;Sorosem;Hoferem;Hanák;Timmermanse;Kiska;von der Leyenové;Červenková;Juříčka;LEE;Keller;Abe;Zdechovskému;Šojdrové;Pikal;Kněžínka;Vaněk;Nachera;Netanjahu;Šmardou;Gabriel;Goulard;Koudelku;Kotek;Gerloch;Marvanová;Bohdalová;Wagenknecht;Hřebejk;Michálkem;Stránského;Šimral;Kryla;Matićem;Mogherini;Bartoška;Píka;Fialová;Janečka;Prchal;Chabr;Sassoli;Knotek;Hrabánek;Kučerou;Johnsonem;Fischer;Lucemburského;Štěpánek;Žigou
Klaus;0,00113;0,00465;0,01843;0,0137;0,01047;0,00556;0;0,01734;0,00599;0;0;0;0,01399;0,0146;0,00725;0,00758;0,01639;0,01504;0;0;0,00775;0;0;0,00781;0;0,00787;0,01626;0,02564;0,025;0,03333;0;0,00847;0;0;0,02752;0;0;0,00877;0;0;0;0,00893;0;0;0,00909;0;0;0,00971;0;0;0;0;0;0;0,00971;0,00971;0,00962;0,00971;0;0,00971;0;0;0,01;0,0099;0;0,01;0,03061;0;0;0;0,01;0;0;0,01031;0,0101;0;0;0;0;0;0;0,01042;0,01031;0;0,01031;0,01053;0;0,02105;0;0;0,01064;0;0,01075;0,02198;0,03261;0;0;0;0;0,01064;0,01075;0;0;0;0;0;0;0;0;0,01087;0;0;0,01099;0;0,01111;0;0;0;0;0;0,01099;0;0,01099;0;0;0,01149;0;0;0,01111;0;0;0,01111;0;0;0,01111;0;0,01124;0;0;0;0,01124;0;0,01124;0;0;0;0,01124;0,01124;0;0,01124;0;0,01136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01149;0;0,01163;0;0;0;0,01163;0;0;0;0;0;0;0;0;0;0,01163;0;0;0;0,01163;0;0,01176;0;0;0,01163;0;0;0;0;0;0,01163;0;0;0;0;0;0;0;0;0;0;0;0;0,01176;0;0;0;0;0,03614;0;0;0;0;0;0;0;0,01176;0;0;0,02381;0;0;0;0;0;0,01176;0,01176;0;0,02381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0119;0,0119;0;0;0;0;0;0;0;0;0;0;0;0,0119;0;0;0;0;0;0;0;0;0,0119;0;0;0;0;0;0;0;0;0;0;0;0,0241;0,0119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0119;0;0
Le Pen;0,00116;0,00246;0;0,06452;0,00595;0;0,41414;0;0;0,00758;0;0;0,02542;0,00877;0;0;0;0,00909;0;0,00935;0;0;0,01905;0;0;0;0,03061;0;0;0;0;0;0,01087;0;0;0;0,06977;0,03409;0;0,01149;0,01136;0,01136;0;0,47458;0;0;0;0;0;0;0,01282;0;0,01235;0,01266;0;0;0;0,01266;0;0;0;0;0;0;0;0;0;0;0;0,08451;0;0,02703;0;0;0;0,01389;0;0,0274;0;0;0;0;0;0,08824;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,18966;0;0;0;0;0,01587;0,09677;0,09677;0;0,01538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0,03125;0;0;0;0;0;0;0;0,10169;0,10169;0,10169;0,10169;0,10169;0;0;0;0;0;0;0;0;0;0;0;0,01587;0,10345;0,10345;0,10345;0,10345;0,10345;0,10345;0,10345;0,10345;0,10345;0,10345;0;0;0;0;0,01587;0;0;0;0;0;0;0;0;0;0;0,01587;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01613;0;0;0;0;0;0;0;0;0;0;0;0;0,01639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01639;0;0;0,01639;0;0,01639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01667;0;0;0;0;0;0;0;0,01667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01667;0,01667;0;0;0;0,01667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01667;0;0;0;0;0;0;0;0
Merkelová;0,00579;0,00242;0,00493;0,0049;0,00571;0,00613;0,02083;0;0,00667;0,00719;0,01399;0,02542;0;0,01667;0;0,0087;0,00943;0;0;0,00877;0;0;0,01786;0;0;0,00909;0,00935;0,0098;0,01923;0,00943;0,01;0;0,04167;0;0;0,01;0,15116;0,01031;0;0;0;0;0;0,01075;0;0,01099;0;0;0;0;0;0,02299;0,01136;0;0;0;0;0;0,01176;0;0;0,02353;0;0;0,0119;0;0,01205;0,0241;0;0;0;0,0375;0;0;0,0122;0,01266;0;0,025;0;0;0;0;0;0;0;0;0;0,01266;0,01266;0;0;0,01299;0;0;0;0;0,01299;0;0;0;0,01316;0;0;0;0;0;0;0,01316;0;0;0,02703;0;0,04167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0137;0,0137;0;0,01389;0;0,01389;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01408;0;0;0;0;0;0;0;0;0;0;0,01408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01429;0;0;0,02899;0;0;0;0,01429;0;0;0;0;0;0;0;0,01429;0;0;0,01429;0;0;0;0;0;0,01449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01449;0;0,01449;0,01471;0;0;0;0;0;0;0;0;0;0,01471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01471;0;0;0;0;0;0;0;0;0,01471;0;0;0,02985;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0303;0;0;0;0;0;0;0;0;0;0;0,01493;0,01493;0;0;0;0;0;0,01493;0;0;0;0;0;0;0;0;0;0;0;0;0,0303;0,04615;0;0,0303;0,0303;0;0;0;0;0;0,01493;0;0;0;0;0;0,01493;0;0;0;0;0,01493;0;0;0;0;0;0;0;0;0;0;0;0;0,0303;0;0;0;0;0;0;0;0;0;0;0;0;0,01493;0;0;0;0;0;0;0;0
Orbán;0,00116;0,00245;0,02591;0,01531;0,00592;0,01282;0,128;0,01325;0,00694;0,01515;0,0146;0,00877;0,01667;0;0;0,01852;0,04124;0,01818;0;0,0381;0,00943;0;0,01887;0,00952;0,0098;0,00962;0,02;0,01042;0,0101;0,0202;0;0,01053;0,01075;0;0,02299;0;0,04494;0,01099;0;0;0,01124;0,02273;0;0,06024;0,01149;0,01176;0;0,0125;0;0;0,02564;0,10667;0;0,0125;0;0,09459;0,01235;0;0,01266;0;0;0,0125;0;0,01282;0;0;0,01299;0,01282;0;0;0;0,01316;0;0;0;0,0137;0,02703;0,01333;0;0,01351;0;0;0;0;0;0;0;0;0;0;0,01408;0,01408;0;0,01449;0;0;0;0;0,01408;0;0,01429;0;0,01408;0;0;0;0;0;0;0;0,02941;0;0,01471;0;0;0;0;0;0;0,01515;0;0;0;0;0;0,01562;0,01493;0,01493;0;0;0;0;0;0;0;0;0;0;0;0,01515;0;0;0;0;0,01515;0;0,03077;0;0;0,01515;0;0,01538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01562;0;0,01562;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01562;0;0;0;0;0;0,04918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01587;0;0;0;0;0;0;0;0,03279;0;0;0;0;0;0,03279;0;0;0;0;0,01613;0;0;0;0;0;0;0;0;0;0;0,01639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01613;0;0,01613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01639;0,01639;0;0;0;0;0;0;0;0;0,01639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01639;0,01639;0;0,01639;0,01639;0,01639;0;0;0;0;0,01639;0;0;0;0;0;0;0;0;0;0;0,01639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01639;0;0;0;0;0;0;0;0;0;0;0;0,01639;0;0;0;0
Kalousek;0,01771;0;0,00508;0,01015;0,0241;0,00637;0;0,00658;0;0,00752;0,00725;0;0;0;0;0,00917;0,01;0;0;0;0;0,01942;0,00935;0,00952;0;0,00962;0;0,01042;0;0,01;0,01064;0;0;0;0;0;0;0;0;0;0,01124;0;0;0;0,01149;0,01176;0,01266;0,02532;0;0,06329;0;0;0;0;0,0125;0;0,01235;0,0125;0;0;0;0;0,01299;0,01282;0;0,02632;0;0;0;0;0;0;0;0;0,01316;0;0;0;0;0;0;0;0;0;0,0274;0;0;0;0;0,01389;0;0;0;0;0,01408;0;0;0;0;0;0;0;0;0,01449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01471;0;0;0;0;0;0;0;0;0;0,01493;0;0;0;0,01515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,03175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01613;0;0;0;0;0;0;0,01613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05085;0;0;0;0;0,03333;0;0;0;0;0
Brabec;0,00469;0,00249;0,02674;0;0,01235;0,04828;0;0,00685;0,00725;0,00787;0,00758;0;0,0087;0,01852;0,00917;0;0,06742;0,0495;0,00962;0;0,03061;0,02062;0,02;0,0101;0,02105;0,0102;0,01053;0,04598;0,02174;0,04396;0,01136;0;0,03529;0;0,02469;0;0;0;0,01205;0;0,01205;0,01205;0,01205;0;0,03797;0,01266;0,0137;0,01351;0;0;0;0,01316;0;0;0,0274;0,01351;0,02703;0,01351;0,0137;0;0;0,01351;0;0;0,01389;0;0,04348;0,01389;0;0;0,01408;0,01429;0;0;0;0;0;0;0;0;0;0,01493;0;0;0;0;0,01515;0,01493;0,01493;0;0,01538;0,03125;0;0,03226;0;0;0;0;0,01538;0;0,01562;0;0,01538;0;0;0;0;0,01562;0;0,01587;0;0;0;0;0;0,01724;0;0;0;0;0;0;0,01613;0;0;0,01724;0;0;0;0,01639;0;0;0,01639;0;0,03333;0,01639;0,01667;0,01667;0;0;0;0,01667;0;0;0,01667;0;0;0;0;0;0;0;0;0,01695;0;0;0;0;0;0,01695;0;0;0;0,03448;0,01695;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01724;0;0;0,03509;0;0;0;0;0;0;0;0,01724;0;0;0;0,01724;0;0;0;0;0,01754;0;0;0;0;0;0;0;0;0;0;0,01754;0;0;0,01754;0;0;0;0;0,01786;0;0;0;0;0;0;0;0;0,03571;0,01754;0;0,01754;0,01786;0;0;0;0;0;0;0,01786;0;0;0;0;0;0;0;0,01786;0;0;0;0;0;0,01786;0;0;0;0;0;0,01786;0;0;0;0;0,01786;0;0,03636;0;0,01786;0;0;0;0;0,01786;0;0;0;0,01786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01818;0;0;0;0,01818;0;0;0;0;0;0,01818;0,01818;0,01818;0;0;0;0;0;0;0;0;0,01818;0;0;0,01818;0;0;0;0;0;0;0;0,01818;0;0;0;0;0;0;0,01818;0;0;0;0,01818;0,01818;0;0,01818;0;0,03704;0;0,01818;0,01852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01818;0;0;0;0;0;0;0;0;0,01818;0;0,01818;0;0;0;0
Vojtěch;0,00355;0,00254;0,02235;0;0,00649;0,0916;0;0,02222;0,00775;0,00847;0,01639;0;0,00943;0,04124;0,01;0,06742;0;0,02105;0,02128;0;0,04545;0,03448;0,01087;0,02247;0,01149;0,03448;0,01163;0,05128;0,0241;0,06173;0,01266;0,0125;0,05333;0;0,04225;0;0;0;0,0274;0;0,01351;0,01351;0,0274;0;0,04286;0,01429;0,01562;0,01538;0;0;0;0,04615;0;0,01538;0,01538;0,01538;0,03077;0,03125;0,01562;0;0;0,04762;0,01613;0;0,01587;0,01613;0,08621;0,04918;0;0;0;0,03333;0;0;0;0;0,0339;0;0;0;0;0;0;0;0;0,01754;0,01754;0,01724;0,01724;0;0,01786;0,03636;0;0,01852;0;0,01786;0;0;0,01786;0,01786;0,0566;0;0,01786;0;0;0;0;0,01818;0;0;0;0;0,01887;0;0;0;0;0;0,01923;0;0;0;0,01887;0;0;0,06383;0;0;0;0,01923;0;0;0,01923;0;0,03922;0,01923;0;0,01961;0;0;0,01961;0,01961;0,01961;0;0,01961;0;0;0;0;0;0;0;0;0,02;0;0;0;0;0;0,02;0;0;0;0,08511;0,02;0;0;0;0,02041;0;0;0;0;0;0;0;0;0;0;0;0;0,02041;0;0;0,02041;0;0;0;0,02041;0;0;0,04255;0,04167;0;0;0;0,02041;0;0;0;0,02083;0;0;0;0,02083;0;0;0;0;0;0;0;0,02083;0;0;0;0;0;0;0;0,04348;0;0;0,02083;0;0;0;0;0;0,06522;0,02083;0;0,02083;0,02128;0;0,02128;0;0,02128;0;0;0;0;0;0;0;0;0;0;0,02128;0,02128;0;0;0;0;0,02128;0;0;0;0;0;0,02128;0;0;0;0;0,02128;0;0,02128;0;0,04348;0;0;0;0;0,02128;0;0;0;0,02128;0;0;0;0;0;0;0;0;0,02128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,02174;0,02174;0;0;0;0;0,02174;0;0;0;0;0;0;0;0,02174;0,02174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04444;0,02174;0;0;0;0;0;0;0;0;0;0,02174;0;0;0,02174;0;0,02174;0;0,02174;0,04545;0;0;0;0,02174;0;0;0;0,02174;0;0;0;0;0;0;0,02174;0,02174;0;0;0;0;0;0;0;0;0;0;0,02174;0;0,02174;0;0,02174
Jourová;0,00586;0,00746;0,00518;0;0,00606;0,04762;0,01481;0,02055;0;0;0,01504;0,00909;0;0,01818;0;0,0495;0,02105;0;0;0;0;0;0,00971;0;0,0102;0,0202;0;0,05682;0,03226;0,04301;0,01111;0;0,01124;0;0,0119;0;0,02299;0,01149;0,01176;0;0;0,03614;0,02381;0;0,02439;0;0;0,01316;0;0;0,01333;0,01282;0;0;0;0,01316;0,02632;0,01316;0,01333;0;0;0,01316;0;0;0,01351;0;0,04225;0,01351;0;0;0,0137;0,01389;0;0;0;0;0;0,01408;0;0;0;0,01449;0;0;0;0;0;0;0;0;0;0,01493;0;0,04762;0;0;0;0;0,01493;0;0,04688;0;0;0;0;0;0;0;0;0,01538;0;0;0;0;0,01587;0,01667;0;0;0;0;0;0;0,01562;0;0;0,01667;0;0;0;0;0;0;0;0;0,01587;0,01587;0;0;0;0;0,01613;0;0;0;0,01613;0;0,01613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01667;0;0;0,01695;0;0;0;0,01695;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01695;0;0;0;0,05263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01724;0;0;0;0;0;0;0;0;0;0;0;0,01724;0;0;0;0;0,01724;0;0,01724;0;0,01724;0;0;0;0;0;0;0;0;0;0;0;0;0,01724;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01754;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01754;0;0;0;0;0;0;0;0;0;0,03571;0;0;0,01754;0;0,01754;0,01754;0;0;0;0,01754;0;0;0;0,01754;0;0;0,01786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01754;0;0;0;0
Gott;0,00234;0;0,01047;0;0,01852;0,01325;0;0,0137;0,01449;0;0;0;0;0;0;0,00962;0,02128;0;0;0;0,0099;0,0101;0;0,01;0,01031;0;0;0,01099;0;0,01053;0,01124;0,01111;0;0;0;0;0;0;0,0119;0;0;0;0;0;0;0;0;0;0;0;0;0,01299;0;0;0;0,01333;0;0,01333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01493;0,01493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,03125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01613;0;0;0;0;0;0;0;0;0;0;0,01639;0,01639;0;0;0;0;0;0;0,03333;0;0,01639;0;0;0;0;0;0;0;0;0,01667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01695;0;0;0;0;0;0;0,01724;0,01695;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01724;0;0;0,01724;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01754;0;0;0,01754;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01786;0;0;0;0,03636;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Putin;0,00352;0,00249;0;0,01053;0;0,00667;0,0229;0;0;0,03252;0;0,00935;0,00877;0,0381;0;0;0;0;0;0;0;0;0,01;0;0;0;0;0;0;0;0,01149;0;0;0;0,01235;0,01149;0;0;0;0,01235;0,0122;0,0122;0;0;0;0,01282;0;0;0;0;0,01389;0,01333;0;0,0137;0;0;0;0;0;0;0;0;0;0;0;0,01429;0;0;0;0;0;0,01449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01562;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,03448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01754;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01818;0;0;0;0;0;0;0,01852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01852;0;0;0;0,01852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Masaryk;0,00235;0,00503;0,01613;0;0,01258;0,02759;0;0,00699;0,02256;0,01626;0,00775;0;0;0,00943;0;0,03061;0,04545;0;0,0099;0;0;0,01053;0,0102;0,01042;0,01075;0,01053;0;0,02326;0,02247;0,04545;0;0;0,0119;0,01176;0,01266;0;0;0;0,0125;0;0,0125;0;0;0;0;0;0;0;0;0;0;0,02778;0;0;0;0,01408;0;0,04348;0;0;0;0;0;0;0;0;0,02985;0;0;0;0;0,0303;0;0;0;0;0;0;0;0;0;0;0;0;0,01538;0,01587;0;0;0;0;0,01613;0;0;0;0;0;0;0;0,01613;0,01613;0,05085;0,01613;0,01613;0;0;0;0;0;0;0;0;0;0,01695;0;0;0,01818;0;0;0;0,01754;0;0;0;0;0,01754;0,03704;0;0;0;0,01724;0;0;0;0;0,01724;0;0;0;0;0;0,01754;0;0;0;0,01754;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01818;0;0;0;0;0;0;0,03774;0,01818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01887;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01887;0;0,01887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01923;0;0;0;0;0;0,01923;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01923;0;0;0;0,01923;0;0;0;0;0,01923;0;0;0;0,01923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01923;0;0;0;0;0;0
